IEVE  T1       T2       T3      W      XM212   XM223
  468     0.423     0.163     0.414 12337.005  1726.304  1539.910
  469     0.330     0.174     0.496 12337.005    86.014  3392.278
  470     0.350     0.392     0.258 12337.005  4846.641  3001.807
  471     0.333     0.297     0.370 12337.005  2596.492  3339.346
  472     0.266     0.325     0.409 12337.005  1811.639  4684.711
  473     0.482     0.206     0.312 12337.005  3761.310   350.955
  474     0.404     0.456     0.140 12337.005  7203.993  1910.354
  475     0.381     0.306     0.313 12337.005  3742.805  2373.764
  476     0.159     0.472     0.369 12337.005  2617.663  6827.558
  477     0.263     0.459     0.278 12337.005  4442.383  4737.387
  478     0.485     0.311     0.204 12337.005  5916.887   305.901
  479     0.256     0.360     0.384 12337.005  2327.287  4872.264
  480     0.231     0.478     0.291 12337.005  4179.184  5372.914
  481     0.254     0.373     0.373 12337.005  2534.407  4916.643
  482     0.394     0.474     0.132 12337.005  7354.941  2123.196
  483     0.222     0.453     0.325 12337.005  3500.003  5568.666
  484     0.334     0.399     0.267 12337.005  4652.342  3327.073
  485     0.494     0.184     0.322 12337.005  3565.240   119.633
  486     0.233     0.441     0.326 12337.005  3479.846  5342.798
  487     0.184     0.444     0.372 12337.005  2552.401  6318.912
  488     0.348     0.363     0.288 12337.005  4231.000  3032.201
  489     0.321     0.457     0.223 12337.005  5547.382  3589.214
  490     0.412     0.429     0.160 12337.005  6802.856  1769.578
  491     0.327     0.212     0.461 12337.005   775.956  3460.691
  492     0.156     0.357     0.487 12337.005   255.663  6889.580
  493     0.281     0.230     0.490 12337.005   206.962  4389.297
  494     0.104     0.441     0.454 12337.005   914.685  7910.296
  495     0.382     0.252     0.366 12337.005  2682.891  2356.002
  496     0.121     0.460     0.419 12337.005  1620.786  7572.526
  497     0.144     0.462     0.394 12337.005  2112.785  7121.184
  498     0.185     0.432     0.383 12337.005  2348.094  6298.634
  499     0.315     0.235     0.450 12337.005   997.740  3694.750
  500     0.468     0.146     0.386 12337.005  2276.691   649.878
  501     0.495     0.432     0.073 12337.005  8536.919   101.459
  502     0.205     0.457     0.338 12337.005  3246.910  5893.647
  503     0.287     0.383     0.330 12337.005  3397.700  4269.773
  504     0.393     0.259     0.348 12337.005  3042.998  2132.811
  505     0.138     0.387     0.475 12337.005   505.315  7234.852
  506     0.309     0.226     0.465 12337.005   696.177  3819.978
  507     0.349     0.259     0.392 12337.005  2159.854  3023.469
  508     0.465     0.064     0.471 12337.005   578.509   704.833
  509     0.305     0.417     0.279 12337.005  4425.383  3905.680
  510     0.427     0.474     0.099 12337.005  8016.330  1469.996
  511     0.231     0.343     0.426 12337.005  1480.285  5373.071
  512     0.240     0.404     0.355 12337.005  2891.365  5192.449
  513     0.468     0.454     0.078 12337.005  8443.392   631.132
  514     0.455     0.365     0.180 12337.005  6400.294   894.232
  515     0.226     0.471     0.304 12337.005  3925.140  5486.758
  516     0.307     0.417     0.276 12337.005  4484.261  3859.350
  517     0.319     0.313     0.368 12337.005  2630.026  3628.588
  518     0.441     0.469     0.090 12337.005  8207.186  1178.394
  519     0.393     0.272     0.335 12337.005  3298.108  2132.676
  520     0.315     0.212     0.473 12337.005   542.707  3704.906
  521     0.236     0.447     0.317 12337.005  3653.160  5279.126
  522     0.376     0.425     0.199 12337.005  6021.024  2484.553
  523     0.462     0.169     0.369 12337.005  2617.480   769.679
  524     0.459     0.461     0.080 12337.005  8401.716   825.642
  525     0.360     0.230     0.410 12337.005  1794.652  2808.810
  526     0.044     0.465     0.492 12337.005   169.633  9129.640
  527     0.155     0.468     0.377 12337.005  2451.578  6901.198
  528     0.193     0.438     0.369 12337.005  2615.400  6143.568
  529     0.492     0.481     0.027 12337.005  9460.557   159.726
  530     0.282     0.349     0.369 12337.005  2613.431  4367.925
  531     0.214     0.443     0.343 12337.005  3149.267  5710.819
  532     0.453     0.294     0.253 12337.005  4939.288   944.530
  533     0.422     0.278     0.299 12337.005  4018.910  1550.129
  534     0.363     0.496     0.141 12337.005  7178.954  2741.695
  535     0.449     0.426     0.125 12337.005  7507.397  1021.837
  536     0.323     0.225     0.452 12337.005   965.554  3535.031
  537     0.408     0.413     0.179 12337.005  6413.642  1840.664
  538     0.064     0.457     0.479 12337.005   421.226  8714.268
  539     0.416     0.124     0.460 12337.005   802.750  1683.153
  540     0.482     0.357     0.161 12337.005  6788.114   351.558
  541     0.451     0.428     0.121 12337.005  7580.376   982.788
  542     0.151     0.468     0.382 12337.005  2368.488  6985.186
  543     0.389     0.470     0.142 12337.005  7167.356  2226.000
  544     0.206     0.480     0.314 12337.005  3716.501  5885.829
  545     0.416     0.220     0.365 12337.005  2703.942  1689.031
  546     0.212     0.437     0.351 12337.005  2985.807  5756.252
  547     0.253     0.277     0.470 12337.005   599.056  4948.313
  548     0.390     0.353     0.257 12337.005  4853.965  2206.865
  549     0.345     0.465     0.189 12337.005  6216.358  3092.733
  550     0.276     0.239     0.485 12337.005   292.076  4482.243
  551     0.422     0.432     0.146 12337.005  7086.104  1557.882
  552     0.403     0.212     0.385 12337.005  2296.862  1947.138
  553     0.109     0.474     0.417 12337.005  1662.724  7817.591
  554     0.246     0.339     0.415 12337.005  1709.948  5078.374
  555     0.022     0.479     0.498 12337.005    32.755  9554.646
  556     0.275     0.308     0.417 12337.005  1661.911  4504.374
  557     0.462     0.158     0.380 12337.005  2400.492   765.763
  558     0.495     0.083     0.422 12337.005  1565.056   101.485
  559     0.053     0.492     0.455 12337.005   900.309  8932.192
  560     0.487     0.400     0.113 12337.005  7748.999   260.808
  561     0.332     0.240     0.428 12337.005  1441.331  3367.622
  562     0.024     0.492     0.484 12337.005   323.358  9522.799
  563     0.467     0.077     0.456 12337.005   888.550   658.201
  564     0.409     0.357     0.234 12337.005  5328.758  1813.439
  565     0.304     0.304     0.393 12337.005  2147.604  3927.480
  566     0.486     0.410     0.104 12337.005  7923.932   277.190
  567     0.466     0.312     0.222 12337.005  5560.089   682.831
  568     0.354     0.314     0.332 12337.005  3361.777  2926.223
  569     0.472     0.246     0.282 12337.005  4360.951   553.746
  570     0.401     0.388     0.211 12337.005  5789.889  1976.620
  571     0.354     0.307     0.339 12337.005  3218.281  2914.257
  572     0.151     0.451     0.398 12337.005  2034.529  6979.013
  573     0.394     0.244     0.362 12337.005  2752.061  2128.133
  574     0.179     0.480     0.341 12337.005  3174.617  6423.450
  575     0.397     0.438     0.165 12337.005  6704.540  2057.596
  576     0.337     0.447     0.216 12337.005  5675.360  3259.376
  577     0.408     0.169     0.424 12337.005  1527.590  1847.491
  578     0.141     0.377     0.482 12337.005   358.237  7171.948
  579     0.474     0.288     0.238 12337.005  5247.983   519.267
  580     0.426     0.131     0.443 12337.005  1145.344  1484.636
  581     0.339     0.434     0.227 12337.005  5456.065  3215.109
  582     0.292     0.381     0.327 12337.005  3458.851  4161.578
  583     0.140     0.495     0.365 12337.005  2692.168  7198.334
  584     0.470     0.081     0.449 12337.005  1020.362   609.270
  585     0.247     0.383     0.369 12337.005  2610.335  5054.811
  586     0.396     0.104     0.500 12337.005     6.229  2077.125
  587     0.271     0.269     0.460 12337.005   801.597  4579.081
  588     0.489     0.394     0.116 12337.005  7676.402   212.360
  589     0.491     0.195     0.313 12337.005  3731.449   171.560
  590     0.352     0.262     0.386 12337.005  2275.380  2959.084
  591     0.437     0.068     0.496 12337.005    88.282  1264.133
  592     0.171     0.471     0.358 12337.005  2839.303  6582.500
  593     0.439     0.153     0.408 12337.005  1844.167  1214.997
  594     0.416     0.304     0.280 12337.005  4406.470  1683.416
  595     0.154     0.352     0.495 12337.005   103.339  6929.891
  596     0.326     0.229     0.445 12337.005  1094.904  3488.121
  597     0.468     0.090     0.442 12337.005  1169.305   638.377
  598     0.270     0.418     0.312 12337.005  3757.827  4596.547
  599     0.409     0.104     0.487 12337.005   263.904  1815.776
  600     0.360     0.326     0.314 12337.005  3729.727  2793.615
  601     0.441     0.108     0.451 12337.005   970.300  1186.789
  602     0.430     0.145     0.425 12337.005  1504.314  1390.438
  603     0.105     0.437     0.459 12337.005   823.058  7907.186
  604     0.396     0.253     0.351 12337.005  2981.343  2083.855
  605     0.307     0.437     0.256 12337.005  4874.780  3866.278
  606     0.318     0.217     0.465 12337.005   708.289  3631.893
  607     0.440     0.386     0.174 12337.005  6526.981  1190.849
  608     0.321     0.375     0.305 12337.005  3907.684  3587.564
  609     0.339     0.466     0.195 12337.005  6102.112  3210.043
  610     0.403     0.453     0.144 12337.005  7126.427  1943.371
  611     0.480     0.103     0.417 12337.005  1667.658   401.840
  612     0.315     0.496     0.190 12337.005  6207.611  3707.148
  613     0.331     0.494     0.176 12337.005  6489.703  3389.535
  614     0.403     0.273     0.324 12337.005  3524.534  1938.321
  615     0.478     0.492     0.030 12337.005  9400.367   439.945
  616     0.101     0.442     0.457 12337.005   851.820  7983.986
  617     0.135     0.429     0.436 12337.005  1280.007  7303.042
  618     0.265     0.267     0.468 12337.005   641.090  4694.827
  619     0.334     0.236     0.430 12337.005  1393.784  3325.518
  620     0.407     0.393     0.200 12337.005  6004.271  1859.691
  621     0.451     0.287     0.262 12337.005  4757.349   980.192
  622     0.411     0.211     0.378 12337.005  2448.670  1774.370
  623     0.409     0.252     0.339 12337.005  3215.154  1825.993
  624     0.439     0.153     0.407 12337.005  1854.710  1210.177
  625     0.317     0.259     0.424 12337.005  1515.948  3662.657
  626     0.408     0.291     0.301 12337.005  3981.733  1838.660
  627     0.469     0.155     0.376 12337.005  2477.300   627.551
  628     0.472     0.258     0.270 12337.005  4604.691   556.051
  629     0.476     0.332     0.192 12337.005  6164.295   478.944
  630     0.365     0.232     0.403 12337.005  1934.845  2703.290
  631     0.266     0.389     0.345 12337.005  3097.278  4673.449
  632     0.168     0.417     0.415 12337.005  1702.618  6633.746
  633     0.065     0.491     0.444 12337.005  1115.965  8709.241
  634     0.378     0.242     0.380 12337.005  2392.566  2448.637
  635     0.360     0.462     0.178 12337.005  6445.780  2790.997
  636     0.425     0.103     0.472 12337.005   561.335  1506.526
  637     0.357     0.497     0.145 12337.005  7090.181  2855.758
  638     0.260     0.493     0.248 12337.005  5049.523  4807.113
  639     0.451     0.364     0.185 12337.005  6304.399   977.131
  640     0.210     0.324     0.466 12337.005   675.591  5809.386
  641     0.163     0.448     0.389 12337.005  2220.353  6744.252
  642     0.366     0.391     0.243 12337.005  5144.656  2681.945
  643     0.375     0.245     0.380 12337.005  2409.884  2491.595
  644     0.314     0.437     0.249 12337.005  5021.727  3726.381
  645     0.226     0.299     0.474 12337.005   515.486  5471.395
  646     0.271     0.282     0.447 12337.005  1059.733  4588.850
  647     0.309     0.362     0.329 12337.005  3413.178  3825.336
  648     0.418     0.211     0.372 12337.005  2567.631  1643.356
  649     0.393     0.373     0.234 12337.005  5324.753  2138.806
  650     0.056     0.495     0.450 12337.005  1009.273  8884.312
  651     0.367     0.217     0.416 12337.005  1680.820  2667.680
  652     0.310     0.224     0.466 12337.005   678.160  3801.238
  653     0.355     0.424     0.220 12337.005  5592.338  2894.872
  654     0.260     0.423     0.317 12337.005  3658.077  4797.465
  655     0.446     0.423     0.131 12337.005  7379.385  1087.504
  656     0.228     0.283     0.490 12337.005   208.587  5449.019
  657     0.121     0.498     0.381 12337.005  2374.448  7580.959
  658     0.379     0.426     0.195 12337.005  6090.074  2423.387
  659     0.359     0.375     0.267 12337.005  4663.437  2826.927
  660     0.359     0.177     0.465 12337.005   708.451  2825.330
  661     0.359     0.355     0.286 12337.005  4276.294  2819.891
  662     0.345     0.309     0.347 12337.005  3068.258  3104.107
  663     0.340     0.305     0.355 12337.005  2907.373  3193.335
  664     0.403     0.116     0.481 12337.005   377.455  1940.463
  665     0.496     0.358     0.147 12337.005  7064.714    88.774
  666     0.225     0.314     0.460 12337.005   793.975  5491.739
  667     0.271     0.413     0.316 12337.005  3685.446  4580.236
  668     0.295     0.308     0.396 12337.005  2074.121  4094.173
  669     0.343     0.313     0.343 12337.005  3131.398  3130.294
  670     0.168     0.351     0.482 12337.005   365.177  6648.030
  671     0.434     0.455     0.111 12337.005  7781.197  1318.691
  672     0.208     0.345     0.447 12337.005  1063.318  5837.486
  673     0.217     0.435     0.348 12337.005  3039.961  5668.264
  674     0.462     0.190     0.348 12337.005  3038.089   755.812
  675     0.495     0.415     0.090 12337.005  8193.039   108.514
  676     0.447     0.107     0.446 12337.005  1086.587  1055.339
  677     0.377     0.185     0.438 12337.005  1238.239  2458.188
  678     0.324     0.245     0.431 12337.005  1377.016  3523.146
  679     0.135     0.366     0.499 12337.005    26.760  7296.170
  680     0.368     0.489     0.144 12337.005  7123.377  2647.626
  681     0.476     0.142     0.382 12337.005  2350.430   489.160
  682     0.377     0.341     0.281 12337.005  4373.975  2455.777
  683     0.243     0.350     0.407 12337.005  1850.450  5141.980
  684     0.391     0.495     0.114 12337.005  7711.624  2183.190
  685     0.246     0.393     0.361 12337.005  2783.984  5083.889
  686     0.470     0.374     0.156 12337.005  6870.960   608.869
  687     0.402     0.349     0.249 12337.005  5011.575  1964.164
  688     0.103     0.480     0.416 12337.005  1672.435  7937.112
  689     0.364     0.299     0.337 12337.005  3253.553  2719.135
  690     0.223     0.499     0.278 12337.005  4430.957  5540.163
  691     0.442     0.291     0.267 12337.005  4658.755  1158.925
  692     0.248     0.281     0.471 12337.005   578.495  5040.096
  693     0.196     0.397     0.407 12337.005  1865.187  6070.794
  694     0.318     0.213     0.469 12337.005   614.357  3649.392
  695     0.447     0.215     0.338 12337.005  3245.582  1062.156
  696     0.320     0.487     0.193 12337.005  6130.584  3603.599
  697     0.437     0.471     0.092 12337.005  8164.168  1259.975
  698     0.249     0.417     0.334 12337.005  3328.682  5018.670
  699     0.133     0.452     0.414 12337.005  1717.671  7331.165
  700     0.397     0.133     0.470 12337.005   596.741  2068.330
  701     0.214     0.314     0.471 12337.005   571.971  5717.008
  702     0.255     0.317     0.428 12337.005  1439.690  4902.209
  703     0.291     0.273     0.436 12337.005  1289.176  4177.083
  704     0.485     0.435     0.080 12337.005  8406.195   291.656
  705     0.183     0.449     0.367 12337.005  2651.713  6334.925
  706     0.177     0.375     0.448 12337.005  1032.551  6469.099
  707     0.308     0.234     0.457 12337.005   857.509  3832.143
  708     0.224     0.412     0.364 12337.005  2726.512  5513.538
  709     0.285     0.452     0.263 12337.005  4736.911  4301.950
  710     0.316     0.491     0.193 12337.005  6135.839  3688.859
  711     0.436     0.155     0.409 12337.005  1813.781  1279.769
  712     0.428     0.347     0.225 12337.005  5506.430  1441.164
  713     0.082     0.440     0.477 12337.005   454.828  8350.511
  714     0.272     0.386     0.342 12337.005  3162.138  4558.899
  715     0.431     0.338     0.230 12337.005  5392.964  1373.489
  716     0.434     0.382     0.184 12337.005  6325.977  1316.923
  717     0.399     0.328     0.273 12337.005  4531.220  2028.981
  718     0.286     0.312     0.402 12337.005  1961.466  4286.832
  719     0.370     0.355     0.274 12337.005  4518.850  2590.623
  720     0.468     0.183     0.349 12337.005  3012.817   645.253
  721     0.268     0.411     0.320 12337.005  3592.099  4630.462
  722     0.160     0.480     0.360 12337.005  2802.941  6799.445
  723     0.348     0.207     0.445 12337.005  1096.789  3043.411
  724     0.423     0.303     0.274 12337.005  4524.926  1535.304
  725     0.458     0.419     0.123 12337.005  7536.700   837.882
  726     0.414     0.307     0.279 12337.005  4423.252  1716.949
  727     0.295     0.434     0.271 12337.005  4582.880  4103.944
  728     0.443     0.476     0.082 12337.005  8364.416  1148.844
  729     0.360     0.383     0.257 12337.005  4864.069  2792.655
  730     0.225     0.438     0.337 12337.005  3250.167  5501.374
  731     0.336     0.390     0.275 12337.005  4508.842  3283.387
  732     0.400     0.316     0.284 12337.005  4312.049  2006.921
  733     0.315     0.445     0.240 12337.005  5197.776  3694.354
  734     0.239     0.353     0.408 12337.005  1832.512  5222.978
  735     0.125     0.443     0.432 12337.005  1366.658  7500.004
  736     0.496     0.196     0.308 12337.005  3831.734    82.595
  737     0.376     0.217     0.406 12337.005  1874.606  2475.154
  738     0.400     0.140     0.461 12337.005   789.007  2002.368
  739     0.307     0.441     0.253 12337.005  4947.941  3863.721
  740     0.250     0.460     0.290 12337.005  4209.318  4997.420
  741     0.298     0.349     0.353 12337.005  2945.662  4035.433
  742     0.448     0.357     0.195 12337.005  6097.629  1037.465
  743     0.466     0.345     0.190 12337.005  6209.664   682.239
  744     0.337     0.217     0.445 12337.005  1094.542  3254.242
  745     0.180     0.450     0.369 12337.005  2610.317  6390.477
  746     0.365     0.203     0.433 12337.005  1347.633  2706.364
  747     0.344     0.241     0.415 12337.005  1706.403  3123.360
  748     0.313     0.334     0.352 12337.005  2951.801  3730.042
  749     0.178     0.391     0.431 12337.005  1387.757  6430.916
  750     0.188     0.408     0.404 12337.005  1925.361  6239.465
  751     0.239     0.427     0.334 12337.005  3321.220  5227.678
  752     0.317     0.247     0.437 12337.005  1267.415  3666.146
  753     0.331     0.469     0.200 12337.005  6000.896  3379.375
  754     0.485     0.018     0.497 12337.005    58.497   307.258
  755     0.380     0.188     0.432 12337.005  1359.341  2394.356
  756     0.403     0.418     0.179 12337.005  6424.698  1941.528
  757     0.178     0.486     0.336 12337.005  3279.736  6435.673
  758     0.214     0.299     0.487 12337.005   264.506  5715.828
  759     0.382     0.266     0.352 12337.005  2957.758  2367.142
  760     0.325     0.404     0.271 12337.005  4570.296  3503.538
  761     0.198     0.418     0.383 12337.005  2338.035  6030.164
  762     0.466     0.431     0.103 12337.005  7935.796   679.540
  763     0.164     0.355     0.480 12337.005   394.524  6711.931
  764     0.073     0.484     0.442 12337.005  1152.786  8536.810
  765     0.385     0.320     0.295 12337.005  4102.909  2297.307
  766     0.355     0.193     0.452 12337.005   961.362  2901.933
  767     0.249     0.367     0.384 12337.005  2315.340  5024.683
  768     0.436     0.084     0.480 12337.005   392.239  1280.266
  769     0.233     0.430     0.337 12337.005  3257.524  5337.270
  770     0.317     0.455     0.228 12337.005  5441.001  3667.147
  771     0.418     0.498     0.084 12337.005  8323.941  1645.015
  772     0.355     0.411     0.234 12337.005  5313.447  2899.299
  773     0.444     0.225     0.332 12337.005  3363.487  1127.463
  774     0.351     0.178     0.471 12337.005   588.876  2971.930
  775     0.371     0.323     0.306 12337.005  3877.561  2579.787
  776     0.439     0.168     0.393 12337.005  2137.980  1225.262
  777     0.299     0.351     0.350 12337.005  2994.303  4024.415
  778     0.329     0.243     0.428 12337.005  1442.593  3425.680
  779     0.344     0.401     0.255 12337.005  4902.152  3125.136
  780     0.240     0.442     0.318 12337.005  3636.129  5200.827
  781     0.429     0.278     0.294 12337.005  4129.988  1427.465
  782     0.391     0.171     0.437 12337.005  1256.205  2170.180
  783     0.359     0.496     0.145 12337.005  7091.949  2826.547
  784     0.147     0.498     0.355 12337.005  2904.558  7056.223
  785     0.178     0.482     0.339 12337.005  3213.775  6435.898
  786     0.497     0.395     0.108 12337.005  7844.414    64.911
  787     0.472     0.311     0.218 12337.005  5647.248   569.759
  788     0.140     0.459     0.401 12337.005  1985.751  7194.924
  789     0.332     0.230     0.438 12337.005  1235.380  3365.099
  790     0.468     0.054     0.477 12337.005   451.381   636.862
  791     0.316     0.184     0.500 12337.005     4.558  3680.466
  792     0.151     0.366     0.484 12337.005   328.400  6984.102
  793     0.471     0.189     0.341 12337.005  3186.635   585.787
  794     0.171     0.385     0.445 12337.005  1106.680  6583.997
  795     0.388     0.231     0.380 12337.005  2393.684  2232.369
  796     0.476     0.453     0.071 12337.005  8580.817   478.280
  797     0.450     0.199     0.352 12337.005  2966.152  1009.332
  798     0.496     0.369     0.135 12337.005  7307.709    73.116
  799     0.490     0.457     0.052 12337.005  8955.719   192.283
  800     0.442     0.105     0.453 12337.005   947.179  1154.629
  801     0.410     0.222     0.368 12337.005  2632.272  1799.633
  802     0.250     0.449     0.301 12337.005  3983.520  4991.547
  803     0.368     0.394     0.238 12337.005  5247.005  2638.274
  804     0.427     0.443     0.130 12337.005  7400.905  1459.217
  805     0.095     0.409     0.496 12337.005    79.189  8106.214
  806     0.372     0.376     0.251 12337.005  4973.937  2551.768
  807     0.274     0.392     0.334 12337.005  3313.456  4517.982
  808     0.429     0.106     0.465 12337.005   698.676  1416.335
  809     0.363     0.320     0.317 12337.005  3650.159  2749.228
  810     0.496     0.151     0.353 12337.005  2939.602    80.598
  811     0.326     0.382     0.292 12337.005  4157.321  3483.080
  812     0.239     0.412     0.349 12337.005  3026.855  5220.967
  813     0.446     0.430     0.124 12337.005  7527.212  1071.899
  814     0.468     0.168     0.364 12337.005  2718.756   649.690
  815     0.255     0.324     0.421 12337.005  1584.607  4895.099
  816     0.396     0.189     0.415 12337.005  1709.712  2078.321
  817     0.366     0.262     0.372 12337.005  2553.767  2685.625
  818     0.486     0.187     0.327 12337.005  3454.741   280.235
  819     0.261     0.316     0.424 12337.005  1528.384  4788.876
  820     0.327     0.263     0.410 12337.005  1800.380  3468.835
  821     0.459     0.395     0.146 12337.005  7089.248   815.408
  822     0.264     0.399     0.337 12337.005  3265.114  4724.272
  823     0.462     0.292     0.246 12337.005  5079.218   753.492
  824     0.239     0.270     0.491 12337.005   174.494  5229.736
  825     0.401     0.494     0.105 12337.005  7901.275  1983.550
  826     0.201     0.409     0.390 12337.005  2194.202  5988.971
  827     0.149     0.469     0.382 12337.005  2356.495  7029.459
  828     0.100     0.474     0.427 12337.005  1466.479  8004.362
  829     0.466     0.253     0.281 12337.005  4387.540   676.323
  830     0.164     0.354     0.482 12337.005   362.786  6713.656
  831     0.268     0.234     0.497 12337.005    53.765  4635.954
  832     0.427     0.363     0.210 12337.005  5790.163  1465.945
  833     0.312     0.482     0.206 12337.005  5884.345  3763.747
  834     0.406     0.179     0.415 12337.005  1702.830  1879.376
  835     0.450     0.169     0.381 12337.005  2383.278   998.443
  836     0.074     0.434     0.492 12337.005   163.981  8523.945
  837     0.479     0.026     0.495 12337.005   102.719   410.625
  838     0.137     0.385     0.479 12337.005   428.164  7265.672
  839     0.244     0.283     0.473 12337.005   548.825  5119.178
  840     0.396     0.467     0.136 12337.005  7274.950  2071.387
  841     0.113     0.476     0.411 12337.005  1780.631  7733.736
  842     0.453     0.401     0.146 12337.005  7078.034   946.207
  843     0.229     0.310     0.461 12337.005   784.313  5416.289
  844     0.230     0.398     0.372 12337.005  2553.771  5405.587
  845     0.254     0.262     0.484 12337.005   310.941  4929.369
  846     0.367     0.391     0.241 12337.005  5170.748  2656.312
  847     0.461     0.090     0.450 12337.005  1009.961   785.540
  848     0.307     0.477     0.216 12337.005  5689.176  3856.777
  849     0.491     0.024     0.485 12337.005   304.380   181.713
  850     0.384     0.336     0.280 12337.005  4407.390  2312.612
  851     0.406     0.407     0.187 12337.005  6250.225  1888.302
  852     0.211     0.376     0.414 12337.005  1727.506  5783.856
  853     0.194     0.364     0.441 12337.005  1172.471  6112.637
  854     0.157     0.465     0.378 12337.005  2441.711  6863.409
  855     0.347     0.496     0.158 12337.005  6849.237  3066.044
  856     0.204     0.330     0.466 12337.005   670.496  5925.136
  857     0.427     0.433     0.141 12337.005  7183.494  1466.558
  858     0.190     0.465     0.345 12337.005  3098.694  6192.613
  859     0.377     0.492     0.131 12337.005  7374.802  2464.611
  860     0.416     0.341     0.243 12337.005  5130.790  1679.692
  861     0.288     0.297     0.416 12337.005  1689.556  4245.774
  862     0.176     0.364     0.461 12337.005   787.989  6485.111
  863     0.303     0.437     0.260 12337.005  4808.950  3934.614
  864     0.197     0.391     0.412 12337.005  1758.703  6064.259
  865     0.420     0.308     0.272 12337.005  4567.084  1597.209
  866     0.437     0.373     0.190 12337.005  6209.664  1251.489
  867     0.350     0.198     0.452 12337.005   963.317  2994.070
  868     0.379     0.464     0.157 12337.005  6855.399  2416.048
  869     0.321     0.479     0.199 12337.005  6010.434  3573.194
  870     0.185     0.368     0.447 12337.005  1057.340  6295.396
  871     0.444     0.478     0.078 12337.005  8441.407  1113.476
  872     0.144     0.496     0.360 12337.005  2794.766  7124.439
  873     0.395     0.472     0.134 12337.005  7321.173  2108.831
  874     0.410     0.375     0.215 12337.005  5709.049  1795.513
  875     0.444     0.182     0.374 12337.005  2518.830  1115.288
  876     0.462     0.221     0.317 12337.005  3665.937   755.500
  877     0.088     0.492     0.420 12337.005  1601.053  8243.414
  878     0.055     0.458     0.486 12337.005   271.046  8891.372
  879     0.273     0.494     0.233 12337.005  5340.344  4549.627
  880     0.329     0.376     0.295 12337.005  4108.383  3416.429
  881     0.403     0.173     0.424 12337.005  1512.016  1944.531
  882     0.075     0.444     0.481 12337.005   389.055  8490.600
  883     0.173     0.407     0.420 12337.005  1601.505  6540.859
  884     0.169     0.333     0.498 12337.005    41.118  6610.946
  885     0.465     0.314     0.221 12337.005  5584.263   703.656
  886     0.253     0.280     0.467 12337.005   655.436  4949.727
  887     0.489     0.259     0.252 12337.005  4962.370   219.194
  888     0.394     0.381     0.225 12337.005  5502.681  2113.783
  889     0.386     0.391     0.223 12337.005  5532.742  2281.601
  890     0.261     0.287     0.452 12337.005   961.505  4788.013
  891     0.143     0.411     0.446 12337.005  1088.757  7140.134
  892     0.356     0.216     0.429 12337.005  1426.515  2888.763
  893     0.212     0.294     0.494 12337.005   124.040  5751.895
  894     0.457     0.083     0.460 12337.005   806.730   859.974
  895     0.098     0.407     0.494 12337.005   114.501  8031.494
  896     0.486     0.181     0.333 12337.005  3348.705   274.395
  897     0.444     0.479     0.077 12337.005  8463.508  1112.750
  898     0.443     0.170     0.388 12337.005  2241.669  1149.019
  899     0.426     0.210     0.364 12337.005  2727.566  1478.119
  900     0.495     0.177     0.329 12337.005  3426.143   107.383
  901     0.374     0.440     0.186 12337.005  6279.263  2522.088
  902     0.193     0.348     0.459 12337.005   822.356  6143.500
  903     0.097     0.432     0.471 12337.005   571.420  8062.249
  904     0.223     0.447     0.329 12337.005  3412.071  5533.192
  905     0.310     0.367     0.323 12337.005  3530.706  3805.916
  906     0.454     0.457     0.089 12337.005  8210.156   920.729
  907     0.452     0.357     0.191 12337.005  6183.851   961.238
  908     0.482     0.280     0.238 12337.005  5231.852   367.734
  909     0.212     0.331     0.457 12337.005   869.580  5753.312
  910     0.293     0.369     0.338 12337.005  3244.448  4133.935
  911     0.212     0.456     0.332 12337.005  3358.396  5762.509
  912     0.475     0.327     0.198 12337.005  6037.662   497.379
  913     0.440     0.085     0.475 12337.005   506.529  1198.581
  914     0.141     0.368     0.490 12337.005   190.018  7177.642
  915     0.390     0.281     0.329 12337.005  3426.888  2198.472
  916     0.341     0.199     0.460 12337.005   802.146  3178.294
  917     0.392     0.442     0.166 12337.005  6684.853  2153.137
  918     0.129     0.372     0.499 12337.005    24.731  7414.334
  919     0.477     0.369     0.154 12337.005  6918.542   454.901
  920     0.304     0.325     0.371 12337.005  2576.522  3915.803
  921     0.407     0.500     0.093 12337.005  8134.610  1857.834
  922     0.361     0.168     0.472 12337.005   569.393  2788.595
  923     0.423     0.107     0.470 12337.005   602.628  1543.824
  924     0.436     0.422     0.141 12337.005  7170.908  1273.924
  925     0.467     0.135     0.398 12337.005  2042.357   658.862
  926     0.452     0.485     0.063 12337.005  8742.277   960.771
  927     0.367     0.499     0.134 12337.005  7318.240  2660.838
  928     0.197     0.377     0.426 12337.005  1480.643  6064.046
  929     0.250     0.451     0.299 12337.005  4024.396  4999.646
  930     0.354     0.194     0.452 12337.005   969.760  2911.006
  931     0.304     0.293     0.403 12337.005  1942.733  3910.914
  932     0.164     0.452     0.384 12337.005  2317.261  6726.888
  933     0.293     0.224     0.482 12337.005   358.168  4131.534
  934     0.432     0.381     0.187 12337.005  6258.684  1360.920
  935     0.203     0.413     0.385 12337.005  2306.698  5945.740
  936     0.298     0.288     0.414 12337.005  1715.925  4046.623
  937     0.414     0.187     0.399 12337.005  2026.764  1712.089
  938     0.227     0.323     0.450 12337.005  1006.459  5456.815
