%#LIBRARY    ENDF/B-VIII.0
%#REACTION   SI-28(N,TOT),SIG
%#NUCLEUS    Si-28
%#EN-MIN     1e-05
%#EN-MAX     1.5e+08
%#E,eV        Sig,b        Interpolation
e      sig
7.85952e+06        2.08124
7.96e+06        2.19115
8.08e+06        1.77241
8.21136e+06        1.95469
8.34294e+06        1.99092
8.46072e+06        1.97762
8.54635e+06        2.00686
8.65087e+06        1.9462
8.74265e+06        1.73016
8.8294e+06        1.7628
9.01354e+06        2.1687
9.32043e+06        1.96159
9.45985e+06        2.02792
9.78996e+06        1.86587
1.02961e+07        1.83615
1.058e+07        1.78444
1.09e+07        1.86922
1.11713e+07        1.66881
1.14722e+07        1.84791
1.1825e+07        1.7954
1.21693e+07        1.89942
1.27738e+07        1.95014
1.345e+07        1.89717
1.41412e+07        1.82987
1.47507e+07        1.72617
1.55703e+07        1.72979
1.62765e+07        1.83172
1.72296e+07        1.85254
1.79973e+07        1.8807
1.89403e+07        1.90233
1.98517e+07        1.85623
2.11528e+07        1.86705
2.26251e+07        1.88822
2.39953e+07        1.90647
2.57104e+07        1.92275
2.72885e+07        1.93091
2.89218e+07        1.93595
3.1e+07        1.93699
3.31181e+07        1.93404
3.53239e+07        1.92727
3.75685e+07        1.91297
3.9898e+07        1.89149
4.23055e+07        1.8661
4.48458e+07        1.83488
4.76631e+07        1.79757
5.04189e+07        1.75849
5.37477e+07        1.70661
5.76477e+07        1.64064
6.18305e+07        1.56989
6.57954e+07        1.50658
7e+07        1.4422
7.4637e+07        1.36878
8e+07        1.28876
8.5e+07        1.21736
9.08101e+07        1.14745
9.6671e+07        1.08023
1.03013e+08        1.01693
1.08951e+08        0.965164
1.1523e+08        0.915529
1.23591e+08        0.857805
1.30715e+08        0.815432
1.38249e+08        0.776457
1.4806e+08        0.735166
