%#LIBRARY    ENDF/B-VIII.0
%#REACTION   O-16(N,TOT),SIG
%#NUCLEUS    O-16
%#EN-MIN     1e-05
%#EN-MAX     1.5e+08
%#E,eV        Sig,b        Interpolation
e      sig
8.505e+06        1.14246
8.52e+06        1.13316
8.54e+06        1.12656
8.575e+06        1.13264
8.59e+06        1.14533
8.615e+06        1.18109
8.63e+06        1.20866
8.65e+06        1.24763
8.675e+06        1.30253
8.71e+06        1.38317
8.73e+06        1.41732
8.75e+06        1.43411
8.775e+06        1.42242
8.8e+06        1.37628
8.825e+06        1.32012
8.85e+06        1.26448
8.875e+06        1.20873
8.9e+06        1.16146
8.925e+06        1.13653
8.96e+06        1.18054
8.98e+06        1.19077
9.0125e+06        1.24426
9.04e+06        1.33978
9.075e+06        1.28979
9.125e+06        1.20476
9.175e+06        1.13466
9.225e+06        1.09599
9.275e+06        1.09186
9.35e+06        1.16524
9.42362e+06        1.19826
9.43138e+06        1.19629
9.5e+06        1.20132
9.58125e+06        1.20627
9.65e+06        1.23465
9.7e+06        1.27315
9.775e+06        1.31837
9.83886e+06        1.30888
9.9e+06        1.28141
9.95e+06        1.28128
1.005e+07        1.3505
1.01411e+07        1.40949
1.019e+07        1.42739
1.02445e+07        1.42455
1.02842e+07        1.40635
1.0372e+07        1.34202
1.04292e+07        1.30273
1.05e+07        1.27481
1.055e+07        1.25912
1.06e+07        1.22726
1.0667e+07        1.20964
1.069e+07        1.21474
1.072e+07        1.20091
1.076e+07        1.21221
1.07984e+07        1.26902
1.084e+07        1.31622
1.087e+07        1.3177
1.092e+07        1.33368
1.095e+07        1.41904
1.097e+07        1.49549
1.1009e+07        1.52026
1.115e+07        1.70912
1.125e+07        1.67738
1.135e+07        1.63149
1.14722e+07        1.68363
1.155e+07        1.7339
1.1648e+07        1.73319
1.17e+07        1.71176
1.1779e+07        1.73529
1.18144e+07        1.72905
1.19e+07        1.67327
1.19936e+07        1.65282
1.211e+07        1.53334
1.21693e+07        1.48442
1.23e+07        1.51156
1.235e+07        1.5228
1.255e+07        1.54127
1.265e+07        1.53792
1.275e+07        1.55677
1.28552e+07        1.6438
1.295e+07        1.62952
1.305e+07        1.55696
1.31834e+07        1.57821
1.32341e+07        1.57541
1.335e+07        1.57792
1.34208e+07        1.59174
1.355e+07        1.6127
1.36744e+07        1.63093
1.374e+07        1.64677
1.377e+07        1.63067
1.381e+07        1.64542
1.38836e+07        1.62272
1.405e+07        1.58855
1.41975e+07        1.60555
1.435e+07        1.62684
1.445e+07        1.64612
1.465e+07        1.70332
1.485e+07        1.75967
1.5e+07        1.76487
1.51e+07        1.721
1.52116e+07        1.64203
1.535e+07        1.58804
1.54262e+07        1.58643
1.555e+07        1.6101
1.57e+07        1.62618
1.58e+07        1.6173
1.59404e+07        1.57719
1.61e+07        1.54711
1.62e+07        1.55904
1.62257e+07        1.56458
1.641e+07        1.58752
1.6531e+07        1.55851
1.66516e+07        1.53814
1.68e+07        1.5553
1.69689e+07        1.59795
1.71e+07        1.6398
1.723e+07        1.6608
1.73e+07        1.66212
1.74831e+07        1.65312
1.76e+07        1.64393
1.77469e+07        1.63741
1.7845e+07        1.6338
1.79973e+07        1.62058
1.81e+07        1.60563
1.82539e+07        1.59203
1.83e+07        1.5889
1.85e+07        1.59517
1.8665e+07        1.62669
1.88e+07        1.65778
1.9e+07        1.69073
1.92e+07        1.67473
1.93e+07        1.6649
1.9401e+07        1.651
1.95399e+07        1.63612
1.96394e+07        1.63433
1.97751e+07        1.63559
1.9895e+07        1.63731
2.01e+07        1.64901
2.02562e+07        1.67702
2.03342e+07        1.6918
2.04655e+07        1.70152
2.06171e+07        1.70465
2.082e+07        1.69971
2.095e+07        1.69509
2.1e+07        1.69381
2.12325e+07        1.68662
2.12963e+07        1.68477
2.15e+07        1.67903
2.15942e+07        1.67777
2.1725e+07        1.67536
2.1895e+07        1.67108
2.2e+07        1.66849
2.22448e+07        1.66526
2.25e+07        1.66167
2.28174e+07        1.65698
2.3e+07        1.65484
2.33245e+07        1.64961
2.35963e+07        1.64527
2.37435e+07        1.64272
2.39873e+07        1.63993
2.43257e+07        1.63482
2.45e+07        1.63196
2.46689e+07        1.63043
2.49238e+07        1.62862
2.515e+07        1.62918
2.55e+07        1.63065
2.6e+07        1.63161
2.63668e+07        1.62347
2.67218e+07        1.61668
2.7e+07        1.61007
2.73809e+07        1.60142
2.755e+07        1.59816
2.8e+07        1.58986
2.8395e+07        1.58053
2.85471e+07        1.57741
2.89021e+07        1.57122
2.92019e+07        1.56882
2.96139e+07        1.56739
3e+07        1.56663
3.04233e+07        1.56245
3.11412e+07        1.55223
3.17292e+07        1.54208
3.24515e+07        1.52775
3.30911e+07        1.51407
3.3558e+07        1.50471
3.41482e+07        1.49334
3.45115e+07        1.48738
3.5e+07        1.47876
3.58649e+07        1.4653
3.65007e+07        1.45542
3.74044e+07        1.44136
3.80675e+07        1.43105
3.90099e+07        1.41639
3.95603e+07        1.40847
4.02617e+07        1.39802
4.1e+07        1.38602
4.19899e+07        1.36807
4.27599e+07        1.35411
4.36067e+07        1.33733
4.42219e+07        1.32487
4.50366e+07        1.30871
4.61201e+07        1.28722
4.69698e+07        1.27036
4.8e+07        1.24993
4.87783e+07        1.23492
4.96771e+07        1.21759
5.07054e+07        1.19883
5.18094e+07        1.17922
5.25404e+07        1.16656
5.32816e+07        1.1542
5.4506e+07        1.13475
5.55687e+07        1.11786
5.68457e+07        1.09758
5.78042e+07        1.08312
5.87716e+07        1.06868
6e+07        1.05035
6.1e+07        1.03474
6.21591e+07        1.01803
6.36184e+07        0.996989
6.45159e+07        0.984029
6.57418e+07        0.967122
6.6847e+07        0.95236
6.8e+07        0.936959
6.9e+07        0.924303
7.05121e+07        0.90648
7.15068e+07        0.894965
7.2977e+07        0.87825
7.40299e+07        0.867153
7.56284e+07        0.850335
7.7e+07        0.835904
7.80863e+07        0.82533
7.99875e+07        0.807161
8.11287e+07        0.797409
8.31569e+07        0.780779
8.45978e+07        0.769328
8.6e+07        0.758185
8.72133e+07        0.747456
8.92415e+07        0.728492
9.07362e+07        0.713838
9.20163e+07        0.701394
9.38632e+07        0.684603
9.5e+07        0.675026
9.6e+07        0.66697
9.732e+07        0.656644
9.8693e+07        0.646572
1.00085e+08        0.636319
1.02e+08        0.623129
1.04e+08        0.610014
1.05854e+08        0.598603
1.07495e+08        0.589179
1.09524e+08        0.578354
1.11552e+08        0.568415
1.13535e+08        0.559528
1.15183e+08        0.552299
1.17637e+08        0.542214
1.19296e+08        0.535758
1.21693e+08        0.527059
1.23491e+08        0.52071
1.25749e+08        0.513284
1.28e+08        0.506042
1.30609e+08        0.498365
1.33494e+08        0.489873
1.36215e+08        0.481866
1.38137e+08        0.47623
1.41921e+08        0.465629
1.44066e+08        0.459621
1.48013e+08        0.448565
